Rv_ID	gene_name	Description	Expt	log2FC	q-val	q_val_D	UK_score_4
Rv2282c	-	Probable transcription regulator (LysR family)	2016_Nambi	2.27724985021775	0.049865285	2	2
Rv2283	-	Hypothetical protein	2016_Nambi	3.75725788166038			4
Rv2284	lipM	Probable esterase LipM	2016_Nambi	-0.527480314153738	0.4114649503	1	0
Rv2285	-	Possible triacylglycerol synthase (diacylglycerol acyltransferase)	2016_Nambi	0.067915051952272	0.4941819167	1	3
Rv2286c	-	hypothetical protein	2016_Nambi	-0.149448030471203	0.4880566223	1	3
Rv2287	yjcE	Probable conserved integral membrane transport protein YjcE	2016_Nambi	-0.25868070494488	0.4549827542	1	0
Rv2288	-	Hypothetical protein	2016_Nambi	0.682279085505925	0.4245487983	1	4
Rv2289	cdh	Probable CDP-diacylglycerol pyrophosphatase Cdh (CDP-diacylglycerol diphosphatase) (CDP-diacylglycerol phosphatidylhydrolase)	2016_Nambi	0.3032674447829	0.4317725646	1	0
Rv2290	lppO	Probable conserved lipoprotein LppO	2016_Nambi	-0.423825943386904	0.4765316418	1	2
Rv2291	sseB	Probable thiosulfate sulfurtransferase SseB	2016_Nambi	0.328871420442612	0.4341252327	1	1
Rv2292c	-	Hypothetical protein	2016_Nambi	1.121834852444			3
Rv2293c	-	hypothetical protein	2016_Nambi	2.1419146886771	0.0580633484	1	3
Rv2294	-	Probable aminotransferase	2016_Nambi	-0.072347157695353	0.4897413555	1	2
Rv2295	-	hypothetical protein	2016_Nambi	0.429559852922263	0.4479039711	1	4
Rv2296	-	Probable haloalkane dehalogenase	2016_Nambi	0.035544966337988	0.4992534544	1	2
Rv2297	-	hypothetical protein	2016_Nambi	0.213468586253955	0.4882227671	1	4
Rv2298	-	hypothetical protein	2016_Nambi	0.565218623709808	0.3870475432	1	3
Rv2299c	htpG	Probable chaperone protein HtpG (heat shock protein) (HSP90 family protein) (high temperature protein G)	2016_Nambi	-0.161566261366456	0.4659986928	1	0
Rv2300c	-	hypothetical protein	2016_Nambi	0.109506778033515	0.4780202643	1	4
Rv2301	cut2	Probable cutinase Cut2	2016_Nambi	-0.286748565449937	0.4404456876	1	1
Rv2302	-	hypothetical protein	2016_Nambi	-0.613125977251839	0.4690256651	1	4
Rv2303c	-	Probable antibiotic-resistance protein	2016_Nambi	0.326014165645561	0.4245487983	1	2
Rv2304c	-	Hypothetical protein	2016_Nambi	4.50659761358895			4
Rv2305	-	hypothetical protein	2016_Nambi	0.61541590170946	0.4235656167	1	4
Rv2306A	-	Possible conserved membrane protein	2016_Nambi	0.376315009000825	0.4353157844	1	3
Rv2306B	-	Possible conserved membrane protein	2016_Nambi	-0.97076831799806	0.4136100629	1	3
Rv2307c	-	hypothetical protein	2016_Nambi	0.730483067320721	0.3887365323	1	4
Rv2307A	-	Hypothetical glycine rich protein	2016_Nambi	-0.12385775937006	0.4887744444	1	3
Rv2307B	-	Hypothetical glycine rich protein	2016_Nambi	0.500657176990414			3
Rv2307D	-	Hypothetical protein	2016_Nambi	-0.800400622311243	0.4404456876	1	3
Rv2308	-	hypothetical protein	2016_Nambi	-0.202625131469513	0.4664159869	1	3
Rv2309c	-	Possible integrase (fragment)	2016_Nambi	-4.34106313362932	0.3087005097	1	1
Rv2309A	-	Hypothetical protein	2016_Nambi	2.11701639230009	0.1131685131	1	3
Rv2310	-	Possible excisionase	2016_Nambi	-1.64071296143192			1
Rv2311	-	hypothetical protein	2016_Nambi	-0.728733208250762	0.3405661948	1	3
Rv2312	-	Hypothetical protein	2016_Nambi	1.95926388157892	0.1736016461	1	4
Rv2313c	-	Hypothetical protein	2016_Nambi	-0.041774221220735	0.5014107086	1	4
Rv2314c	-	hypothetical protein	2016_Nambi	-0.550018522091424	0.4386731988	1	4
Rv2315c	-	hypothetical protein	2016_Nambi	1.61315070467521	0.0326929936	2	4
Rv2316	uspA	Probable sugar-transport integral membrane protein ABC transporter UspA	2016_Nambi	0.844833732785555	0.3476408689	1	0
Rv2317	uspB	Probable sugar-transport integral membrane protein ABC transporter UspB	2016_Nambi	1.89591374899505	0.3887365323	1	0
Rv2318	uspC	Probable periplasmic sugar-binding lipoprotein UspC	2016_Nambi	-0.639423692404531	0.4104352941	1	0
Rv2319c	-	Universal stress protein family protein	2016_Nambi	1.01827991329795	0.4232158289	1	3
Rv2320c	rocE	Probable cationic amino acid transport integral membrane protein RocE	2016_Nambi	0.316442283950945	0.4288145602	1	0
Rv2321c	rocD2	Probable ornithine aminotransferase (C-terminus part) RocD2 (ornithine--oxo-acid aminotransferase)	2016_Nambi	1.21334573088775	0.3887365323	1	0
Rv2322c	rocD1	Probable ornithine aminotransferase (N-terminus part) RocD1 (ornithine--oxo-acid aminotransferase)	2016_Nambi	0.156167682078463	0.5022864071	1	0
Rv2323c	-	hypothetical protein	2016_Nambi	0.677844024950195	0.3080083945	1	3
Rv2324	-	Probable transcriptional regulatory protein (probably AsnC-family)	2016_Nambi	1.8258688148588			1
Rv2325c	-	hypothetical protein	2016_Nambi	0.176458802530918	0.4765316418	1	3
Rv2326c	-	Possible transmembrane ATP-binding protein ABC transporter	2016_Nambi	-1.25303048368193	0.150238914	1	1
Rv2327	-	hypothetical protein	2016_Nambi	0.800347558218771	0.4218953514	1	3
Rv2328	PE23	PE family protein PE23	2016_Nambi	0.495365764677252	0.4163191011	1	2
Rv2329c	narK1	Probable nitrite extrusion protein 1 NarK1 (nitrite facilitator 1)	2016_Nambi	-0.34749963304777	0.4297175527	1	0
Rv2330c	lppP	Probable lipoprotein LppP	2016_Nambi	-0.753314675966654	0.4272964249	1	2
Rv2331	-	Hypothetical protein	2016_Nambi	-3.35603393842018	0.3813160243	1	3
Rv2331A	-	Hypothetical protein	2016_Nambi	1.21991818516534	0.3208	1	2
Rv2332	mez	Probable [NAD] dependent malate oxidoreductase Mez (malic enzyme) (NAD-malic enzyme) (malate dehydrogenase (oxaloacetate decarboxylating)) (pyruvic-malic carboxylase) (NAD-me)	2016_Nambi	0.094289878176146	0.4845392678	1	0
Rv2333c	stp	Integral membrane drug efflux protein Stp	2016_Nambi	0.616847124513078	0.2516507503	1	1
Rv2334	cysK1	Cysteine synthase a CysK1 (O-acetylserine sulfhydrylase A) (O-acetylserine (thiol)-lyase A) (CSASE A)	2016_Nambi	-2.385906316496	0.1798234375	1	0
Rv2335	cysE	Probable serine acetyltransferase CysE (sat)	2016_Nambi	-2.59127698182131	0.3087005097	1	0
Rv2336	-	Hypothetical protein	2016_Nambi	1.00538052838943	0.2330850998	1	3
Rv2337c	-	Hypothetical protein	2016_Nambi	1.62688921083913	0.1604	1	4
Rv2338c	moeW	Possible molybdopterin biosynthesis protein MoeW	2016_Nambi	-1.35305510074726	0.2901949425	1	0
Rv2339	mmpL9	Probable conserved transmembrane transport protein MmpL9	2016_Nambi	0.279681835799834	0.4189896133	1	2
Rv2340c	PE_PGRS39	PE-PGRS family protein PE_PGRS39	2016_Nambi	-0.535360322988814	0.3625495886	1	2
Rv2341	lppQ	Probable conserved lipoprotein LppQ	2016_Nambi	-0.375064696390858	0.4322441687	1	2
Rv2342	-	hypothetical protein	2016_Nambi	-4.071596193534	0.1936257143	1	4
Rv2343c	dnaG	Probable DNA primase DnaG	2016_Nambi				0
Rv2344c	dgt	Probable deoxyguanosine triphosphate triphosphohydrolase Dgt (dGTPase) (dGTP triphosphohydrolase)	2016_Nambi	1.39965640212776	0.2179118421	1	0
Rv2345	-	Possible conserved transmembrane protein	2016_Nambi	0.213509833563899	0.4297175527	1	3
Rv2346c	esxO	Putative ESAT-6 like protein EsxO (ESAT-6 like protein 6)	2016_Nambi	0.249543335437051	0.4780202643	1	3
Rv2347c	esxP	Putative ESAT-6 like protein EsxP (ESAT-6 like protein 7)	2016_Nambi	0.146381003473388	0.4897413555	1	3
Rv2348c	-	Hypothetical protein	2016_Nambi	0.473202092251378			4
Rv2349c	plcC	Probable phospholipase C 3 PlcC	2016_Nambi	0.059253214739059	0.4864111389	1	0
Rv2350c	plcB	Membrane-associated phospholipase C 2 PlcB	2016_Nambi	-0.045035294466614	0.4923549161	1	0
Rv2351c	plcA	Membrane-associated phospholipase C 1 PlcA (MTP40 antigen)	2016_Nambi	0.783881552485907	0.4054258338	1	0
Rv2352c	PPE38	PPE family protein PPE38	2016_Nambi	0.017068674549139	0.5002008347	1	2
Rv2353c	PPE39	PPE family protein PPE39	2016_Nambi	-1.62492846549899	0.3208	1	2
Rv2354	-	Probable transposase for insertion sequence element IS6110 (fragment)	2016_Nambi	0.806824691347668	0.3859022697	1	1
Rv2355	-	Probable transposase	2016_Nambi	0.493114709543973	0.3151165354	1	1
Rv2356c	PPE40	PPE family protein PPE40	2016_Nambi	-0.463037354452079	0.415932541	1	2
Rv2357c	glyS	Probable glycyl-tRNA synthetase GlyS (glycine--tRNA ligase) (GLYRS)	2016_Nambi	1.09953030594159			0
Rv2358	smtB	Probable transcriptional regulatory protein SmtB (probably ArsR-family)	2016_Nambi	2.93639290333297	0.1817666041	1	0
Rv2359	zur	Probable zinc uptake regulation protein Zur	2016_Nambi				0
Rv2360c	-	hypothetical protein	2016_Nambi	-0.299008709234131	0.4600911987	1	4
Rv2361c	-	Long (C50) chain Z-isoprenyl diphosphate synthase (Z-decaprenyl diphosphate synthase)	2016_Nambi				2
Rv2362c	recO	Possible DNA repair protein RecO	2016_Nambi	-3.37397310272192	0.2276971609	1	1
Rv2363	amiA2	Probable amidase AmiA2 (aminohydrolase)	2016_Nambi	1.11960842521722	0.3389896907	1	0
Rv2364c	era	Probable GTP-binding protein Era	2016_Nambi				1
Rv2365c	-	hypothetical protein	2016_Nambi	0.287648927921539	0.4880566223	1	4
Rv2366c	-	Probable conserved transmembrane protein	2016_Nambi	-0.365261854485351	0.4586936838	1	4
Rv2367c	-	hypothetical protein	2016_Nambi	-0.511114552539677	0.4700266254	1	4
Rv2368c	phoH1	Probable PHOH-like protein PhoH1 (phosphate starvation-inducible protein PSIH)	2016_Nambi	0.6019721063833	0.274	1	1
Rv2369c	-	Hypothetical protein	2016_Nambi				4
Rv2370c	-	hypothetical protein	2016_Nambi	1.06508115783206	0.1923648115	1	4
Rv2371	PE_PGRS40	PE-PGRS family protein PE_PGRS40	2016_Nambi				2
Rv2372c	-	hypothetical protein	2016_Nambi	0.335957469712409	0.4665587612	1	4
Rv2373c	dnaJ2	Probable chaperone protein DnaJ2	2016_Nambi				0
Rv2374c	hrcA	Probable heat shock protein transcriptional repressor HrcA	2016_Nambi	2.49238915229697	0.0770914729	1	0
Rv2375	-	hypothetical protein	2016_Nambi	-0.072371116787349	0.492602324	1	4
Rv2376c	cfp2	Low molecular weight antigen CFP2 (low molecular weight protein antigen 2) (CFP-2)	2016_Nambi	-1.09288519826605			2
Rv2377c	mbtH	Putative conserved protein MbtH	2016_Nambi	1.14733144753782			1
Rv2378c	mbtG	Lysine-N-oxygenase MbtG (L-lysine 6-monooxygenase) (lysine N6-hydroxylase)	2016_Nambi	-1.02631774219028	0.5025463905	1	0
Rv2379c	mbtF	Peptide synthetase MbtF (peptide synthase)	2016_Nambi	4.77124214596008	0.0004455556	3	0
Rv2380c	mbtE	Peptide synthetase MbtE (peptide synthase)	2016_Nambi	7.22082834800196	0.0004455556	3	0
Rv2381c	mbtD	Polyketide synthetase MbtD (polyketide synthase)	2016_Nambi	6.02348926608855	0.0004455556	3	0
Rv2382c	mbtC	Polyketide synthetase MbtC (polyketide synthase)	2016_Nambi	2.31162841546604	0.1529312639	1	0
Rv2383c	mbtB	Phenyloxazoline synthase MbtB (phenyloxazoline synthetase)	2016_Nambi	6.07560348199222	0.0004455556	3	0
Rv2384	mbtA	Bifunctional enzyme MbtA: salicyl-AMP ligase (SAL-AMP ligase) + salicyl-S-ArCP synthetase	2016_Nambi	7.01559406518691	0.0004455556	3	0
Rv2385	mbtJ	Putative acetyl hydrolase MbtJ	2016_Nambi	0.918870707926361	0.3080083945	1	0
Rv2386c	mbtI	Isochorismate synthase MbtI	2016_Nambi	1.21105253989701	0.2990810211	1	0
Rv2387	-	hypothetical protein	2016_Nambi	0.016082135931499	0.4989286979	1	4
Rv2388c	hemN	Probable oxygen-independent coproporphyrinogen III oxidase HemN (coproporphyrinogenase) (coprogen oxidase)	2016_Nambi	-0.490047798414714	0.3887365323	1	0
Rv2389c	rpfD	Probable resuscitation-promoting factor RpfD	2016_Nambi	0.132150541621386	0.4880566223	1	2
Rv2390c	-	hypothetical protein	2016_Nambi	-1.03728272848868	0.3208	1	4
Rv2391	sirA	Ferredoxin-dependent sulfite reductase SirA	2016_Nambi	1.7162000327659			0
Rv2392	cysH	Probable 3'-phosphoadenosine 5'-phosphosulfate reductase CysH (PAPS reductase, thioredoxin DEP.) (padops reductase) (3'-phosphoadenylylsulfate reductase) (PAPS sulfotransferase)	2016_Nambi				0
Rv2393	che1	Ferrochelatase Che1	2016_Nambi	1.09953030594159			2
Rv2394	ggtB	Probable gamma-glutamyltranspeptidase precursor GgtB (gamma-glutamyltransferase) (glutamyl transpeptidase)	2016_Nambi	0.189145764403142	0.4549827542	1	0
Rv2395	-	Probable conserved integral membrane protein	2016_Nambi	0.000322954064396	0.5025463905	1	3
Rv2396	PE_PGRS41	PE-PGRS family protein PE_PGRS41	2016_Nambi	0.602858112483436	0.3747578799	1	2
Rv2397c	cysA1	Sulfate-transport ATP-binding protein ABC transporter CysA1	2016_Nambi	1.09953030594159			0
Rv2398c	cysW	Probable sulfate-transport integral membrane protein ABC transporter CysW	2016_Nambi	0.710757229775243	0.4428418839	1	0
Rv2399c	cysT	Probable sulfate-transport integral membrane protein ABC transporter CysT	2016_Nambi	0.246103179258917			0
Rv2400c	subI	Probable sulfate-binding lipoprotein SubI	2016_Nambi	1.7162000327659			0
Rv2401	-	Hypothetical protein	2016_Nambi	1.28732166494243	0.3631427293	1	4
Rv2401A	-	Possible conserved membrane protein	2016_Nambi				3
Rv2402	-	hypothetical protein	2016_Nambi	-0.352359026042222	0.4183884956	1	3
Rv2403c	lppR	Probable conserved lipoprotein LppR	2016_Nambi	2.26806299563124	0.3461945073	1	2
Rv2404c	lepA	Probable GTP-binding protein LepA (GTP-binding elongation factor)	2016_Nambi	-0.214439828488595	0.4541267865	1	0
Rv2405	-	hypothetical protein	2016_Nambi	-1.18136892455667	0.4443306327	1	4
Rv2406c	-	hypothetical protein	2016_Nambi	-0.12486036242388	0.4903751895	1	4
Rv2407	-	hypothetical protein	2016_Nambi	0.346528081074457	0.4668552846	1	4
Rv2408	PE24	Possible PE family-related protein PE24	2016_Nambi	-0.021876064806588	0.5022864071	1	2
Rv2409c	-	hypothetical protein	2016_Nambi	2.29427006408462	0.006416	3	3
Rv2410c	-	hypothetical protein	2016_Nambi	2.52742935678988	0.125838674	1	4
Rv2411c	-	hypothetical protein	2016_Nambi	0.456937792861828	0.3747578799	1	4
Rv2412	rpsT	30S ribosomal protein S20 RpsT	2016_Nambi				0
Rv2413c	-	hypothetical protein	2016_Nambi				3
Rv2414c	-	hypothetical protein	2016_Nambi	0.498579159278473	0.4475232579	1	4
Rv2415c	-	hypothetical protein	2016_Nambi	0.855279408791002	0.3183299326	1	3
Rv2416c	eis	Enhanced intracellular survival protein Eis,GCN5-related N-acetyltransferase	2016_Nambi	-0.315439325798202	0.4864590164	1	3
Rv2417c	-	hypothetical protein	2016_Nambi	-0.467096032551959	0.4586936838	1	4
Rv2418c	-	hypothetical protein	2016_Nambi	2.2383311142674			2
Rv2419c	gpgP	Glucosyl-3-phosphoglycerate phosphatase GpgP	2016_Nambi	-0.067227869925872	0.4980139767	1	0
Rv2420c	-	hypothetical protein	2016_Nambi	-2.73281513447549			4
Rv2421c	nadD	Probable nicotinate-nucleotide adenylyltransferase NadD (deamido-NAD(+) pyrophosphorylase) (deamido-NAD(+) diphosphorylase) (nicotinate mononucleotide adenylyltransferase) (NAMN adenylyltransferase)	2016_Nambi	1.09953030594159			1
Rv2422	-	Hypothetical protein	2016_Nambi	3.77341180184734			4
Rv2423	-	Hypothetical protein	2016_Nambi	1.20051364831846	0.1604	1	4
Rv2424c	-	Probable transposase	2016_Nambi	-0.558794382779805	0.4864590164	1	1
Rv2425c	-	hypothetical protein	2016_Nambi	0.628633334712113	0.3201883699	1	4
Rv2426c	-	hypothetical protein	2016_Nambi	-1.35854333517354	0.2423409551	1	4
Rv2427c	proA	Probable gamma-glutamyl phosphate reductase protein ProA (GPR) (glutamate-5-semialdehyde dehydrogenase) (glutamyl-gamma-semialdehyde dehydrogenase)	2016_Nambi	0.064185025816372	0.4989286979	1	0
Rv2428	ahpC	Alkyl hydroperoxide reductase C protein AhpC (alkyl hydroperoxidase C)	2016_Nambi	-1.03535102360807	0.3765426378	1	0
Rv2429	ahpD	Alkyl hydroperoxide reductase D protein AhpD (alkyl hydroperoxidase D)	2016_Nambi	-1.1871232008587	0.3461945073	1	1
Rv2430c	PPE41	PPE family protein PPE41	2016_Nambi	-1.43189627032018	0.1293147287	1	2
Rv2431c	PE25	PE family protein PE25	2016_Nambi	-0.057721797613127	0.5025463905	1	2
Rv2432c	-	Hypothetical protein	2016_Nambi	1.31906544760229	0.256812938	1	4
Rv2433c	-	Hypothetical protein	2016_Nambi	-0.785474579653091	0.4305136	1	4
Rv2434c	-	Probable conserved transmembrane protein	2016_Nambi	-0.348447852543419	0.44912	1	2
Rv2435c	-	Probable cyclase (adenylyl-or guanylyl-)(adenylate-or guanylate-)	2016_Nambi	1.24906941590209	0.1143721739	1	2
Rv2436	rbsK	Ribokinase RbsK	2016_Nambi	1.96010912780811	0.1746866397	1	0
Rv2437	-	Conserved transmembrane protein	2016_Nambi	-1.69097155717494	0.3385298791	1	3
Rv2438c	nadE	Glutamine-dependent NAD(+) synthetase NadE (NAD(+) synthase [glutamine-hydrolysing])	2016_Nambi	-0.597164957643377			1
Rv2438A	-	hypothetical protein	2016_Nambi	-1.38602495929235			3
Rv2439c	proB	Probable glutamate 5-kinase protein ProB (gamma-glutamyl kinase) (GK)	2016_Nambi				0
Rv2440c	obg	Probable GTP1/Obg-family GTP-binding protein Obg	2016_Nambi				1
Rv2441c	rpmA	50S ribosomal protein L27 RpmA	2016_Nambi				0
Rv2442c	rplU	50S ribosomal protein L21 RplU	2016_Nambi				0
Rv2443	dctA	Probable C4-dicarboxylate-transport transmembrane protein DctA	2016_Nambi	-0.596120742489722	0.3596401533	1	0
Rv2444c	rne	Possible ribonuclease E Rne	2016_Nambi	1.41051734022302	0.4176990561	1	0
Rv2445c	ndkA	Probable nucleoside diphosphate kinase NdkA (NDK) (NDP kinase) (nucleoside-2-P kinase)	2016_Nambi				0
Rv2446c	-	Probable conserved integral membrane protein	2016_Nambi	-1.4100718520372	0.3366729167	1	4
Rv2447c	folC	Probable folylpolyglutamate synthase protein FolC (folylpoly-gamma-glutamate synthetase) (FPGS)	2016_Nambi				0
Rv2448c	valS	Probable valyl-tRNA synthase protein ValS (valyl-tRNA synthetase) (valine--tRNA ligase) (valine translase)	2016_Nambi				0
Rv2449c	-	hypothetical protein	2016_Nambi	-0.325794449999427	0.4549827542	1	4
Rv2450c	rpfE	Probable resuscitation-promoting factor RpfE	2016_Nambi	-1.71603591079211	0.3072889849	1	2
Rv2451	-	Hypothetical proline and serine rich protein	2016_Nambi	0.851464263273504	0.4880566223	1	4
Rv2452c	-	Hypothetical protein	2016_Nambi	-0.142309800451624	0.4865580668	1	4
Rv2453c	mobA	Probable molybdopterin-guanine dinucleotide biosynthesis protein A MobA	2016_Nambi	1.61007115527983	0.282835503	1	1
Rv2454c	-	Probable oxidoreductase (beta subunit)	2016_Nambi	1.51563908782446			2
Rv2455c	-	Probable oxidoreductase (alpha subunit)	2016_Nambi	2.47803903893588	0.3087005097	1	2
Rv2456c	-	Probable conserved integral membrane transport protein	2016_Nambi	-0.551559848513399	0.3689315147	1	2
Rv2457c	clpX	Probable ATP-dependent CLP protease ATP-binding subunit ClpX	2016_Nambi				0
Rv2458	mmuM	Probable homocysteine S-methyltransferase MmuM (S-methylmethionine:homocysteine methyltransferase) (cysteine methyltransferase)	2016_Nambi	0.92903026968012	0.2772298077	1	1
Rv2459	-	Probable conserved integral membrane transport protein	2016_Nambi	0.020108233791185	0.4999400064	1	2
Rv2460c	clpP2	Probable ATP-dependent CLP protease proteolytic subunit 2 ClpP2 (endopeptidase CLP 2)	2016_Nambi				0
Rv2461c	clpP1	Probable ATP-dependent CLP protease proteolytic subunit 1 ClpP1 (endopeptidase CLP)	2016_Nambi				0
Rv2462c	tig	Probable trigger factor (TF) protein Tig	2016_Nambi	-0.790634780950013	0.3476408689	1	0
Rv2463	lipP	Probable esterase/lipase LipP	2016_Nambi	-1.43004428268466	0.1185765043	1	1
Rv2464c	-	Possible DNA glycosylase	2016_Nambi	1.3910752040292	0.2691912484	1	1
Rv2465c	rpiB	Ribose-5-phosphate isomerase	2016_Nambi				0
Rv2466c	-	hypothetical protein	2016_Nambi	-0.996072708129784	0.4049829552	1	3
Rv2467	pepN	Probable aminopeptidase N PepN (Lysyl aminopeptidase) (LYS-AP) (alanine aminopeptidase)	2016_Nambi	2.65842907575124	0.0004455556	3	0
Rv2468c	-	hypothetical protein	2016_Nambi	-1.01592874213465			4
Rv2469c	-	hypothetical protein	2016_Nambi	-0.723067307638336	0.3952822713	1	3
Rv2470	glbO	Globin (oxygen-binding protein) GlbO	2016_Nambi	1.48387339469796	0.3072743784	1	1
Rv2471	aglA	Probable alpha-glucosidase AglA (maltase) (glucoinvertase) (glucosidosucrase) (maltase-glucoamylase) (lysosomal alpha-glucosidase) (acid maltase)	2016_Nambi	-0.599158402224146	0.3210975881	1	0
Rv2472	-	hypothetical protein	2016_Nambi	-0.021835935307552	0.5019745443	1	4
Rv2473	-	Possible alanine and proline rich membrane protein	2016_Nambi	0.150593761069159	0.4780202643	1	3
Rv2474c	-	hypothetical protein	2016_Nambi	2.65563904487179	0.2487101124	1	4
Rv2475c	-	hypothetical protein	2016_Nambi	-0.493367420682202	0.4587711864	1	4
Rv2476c	gdh	Probable NAD-dependent glutamate dehydrogenase Gdh (NAD-Gdh) (NAD-dependent glutamic dehydrogenase)	2016_Nambi	0.384233840087175	0.4018484132	1	1
Rv2477c	-	Probable macrolide-transport ATP-binding protein ABC transporter	2016_Nambi	2.0007585742205			2
Rv2478c	-	hypothetical protein	2016_Nambi	-1.13134237046925	0.1792705882	1	3
Rv2479c	-	Probable transposase	2016_Nambi	0.577221652830515	0.2516507503	1	1
Rv2480c	-	Possible transposase for insertion sequence element IS6110 (fragment)	2016_Nambi	-0.32940145638402	0.4551427347	1	1
Rv2481c	-	Hypothetical protein	2016_Nambi	-1.40452277289294	0.2408351906	1	4
Rv2482c	plsB2	Probable glycerol-3-phosphate acyltransferase PlsB2 (GPAT)	2016_Nambi	-0.035046883653125	0.4992534544	1	0
Rv2483c	plsC	Possible transmembrane phospholipid biosynthesis bifunctional enzyme PlsC: putative L-3-phosphoserine phosphatase (O-phosphoserine phosphohydrolase) (PSP) (pspase) + 1-acyl-SN-glycerol-3-phosphate acyltransferase (1-AGP acyltransferase) (1-AGPAT) (lysophosphatidic acid acyltransferase) (LPAAT)	2016_Nambi	1.43550728097048	0.1915484574	1	0
