Rv_ID,gene_name,Description,Expt,log2FC,q-val,# control reps,# experimental reps,meaning,paper_title,paper_URL
Rv2282c,Rv2282c,Probable transcription regulator (LysR family),nambi_2015_ctpC_vs_nambi_2015_wt,2.21,0.46304,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2283,Rv2283,Hypothetical protein,nambi_2015_ctpC_vs_nambi_2015_wt,3.99,0.84299,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2284,lipM,Probable esterase LipM,nambi_2015_ctpC_vs_nambi_2015_wt,-0.58,0.97527,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2285,Rv2285,Possible triacylglycerol synthase (diacylglycerol acyltransferase),nambi_2015_ctpC_vs_nambi_2015_wt,0.01,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2286c,Rv2286c,hypothetical protein,nambi_2015_ctpC_vs_nambi_2015_wt,-0.23,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2287,yjcE,Probable conserved integral membrane transport protein YjcE,nambi_2015_ctpC_vs_nambi_2015_wt,-0.31,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2288,Rv2288,Hypothetical protein,nambi_2015_ctpC_vs_nambi_2015_wt,0.68,0.98093,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2289,cdh,Probable CDP-diacylglycerol pyrophosphatase Cdh (CDP-diacylglycerol diphosphatase) (CDP-diacylglycerol phosphatidylhydrolase),nambi_2015_ctpC_vs_nambi_2015_wt,0.27,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2290,lppO,Probable conserved lipoprotein LppO,nambi_2015_ctpC_vs_nambi_2015_wt,-0.44,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2291,sseB,Probable thiosulfate sulfurtransferase SseB,nambi_2015_ctpC_vs_nambi_2015_wt,0.28,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2292c,Rv2292c,Hypothetical protein,nambi_2015_ctpC_vs_nambi_2015_wt,1.13,0.92656,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2293c,Rv2293c,hypothetical protein,nambi_2015_ctpC_vs_nambi_2015_wt,2.14,0.20412,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2294,Rv2294,Probable aminotransferase,nambi_2015_ctpC_vs_nambi_2015_wt,-0.14,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2295,Rv2295,hypothetical protein,nambi_2015_ctpC_vs_nambi_2015_wt,0.35,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2296,Rv2296,Probable haloalkane dehalogenase,nambi_2015_ctpC_vs_nambi_2015_wt,0.02,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2297,Rv2297,hypothetical protein,nambi_2015_ctpC_vs_nambi_2015_wt,0.13,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2298,Rv2298,hypothetical protein,nambi_2015_ctpC_vs_nambi_2015_wt,0.52,0.97527,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2299c,htpG,Probable chaperone protein HtpG (heat shock protein) (HSP90 family protein) (high temperature protein G),nambi_2015_ctpC_vs_nambi_2015_wt,-0.21,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2300c,Rv2300c,hypothetical protein,nambi_2015_ctpC_vs_nambi_2015_wt,0.05,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2301,cut2,Probable cutinase Cut2,nambi_2015_ctpC_vs_nambi_2015_wt,-0.33,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2302,Rv2302,hypothetical protein,nambi_2015_ctpC_vs_nambi_2015_wt,-0.64,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2303c,Rv2303c,Probable antibiotic-resistance protein,nambi_2015_ctpC_vs_nambi_2015_wt,0.26,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2304c,Rv2304c,Hypothetical protein,nambi_2015_ctpC_vs_nambi_2015_wt,5.51,0.94612,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2305,Rv2305,hypothetical protein,nambi_2015_ctpC_vs_nambi_2015_wt,0.61,0.97527,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2306A,Rv2306A,Possible conserved membrane protein,nambi_2015_ctpC_vs_nambi_2015_wt,0.3,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2306B,Rv2306B,Possible conserved membrane protein,nambi_2015_ctpC_vs_nambi_2015_wt,-1.05,0.97527,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2307A,Rv2307A,Hypothetical glycine rich protein,nambi_2015_ctpC_vs_nambi_2015_wt,0.45,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2307B,Rv2307B,Hypothetical glycine rich protein,nambi_2015_ctpC_vs_nambi_2015_wt,0.66,0.97527,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2307D,Rv2307D,Hypothetical protein,nambi_2015_ctpC_vs_nambi_2015_wt,-0.88,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2307c,Rv2307c,hypothetical protein,nambi_2015_ctpC_vs_nambi_2015_wt,-0.2,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2308,Rv2308,hypothetical protein,nambi_2015_ctpC_vs_nambi_2015_wt,-0.27,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2309A,Rv2309A,Hypothetical protein,nambi_2015_ctpC_vs_nambi_2015_wt,-0.1,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2309Xc,Rv2309Xc,,nambi_2015_ctpC_vs_nambi_2015_wt,-4.46,0.86321,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2309c,Rv2309c,Possible integrase (fragment),nambi_2015_ctpC_vs_nambi_2015_wt,2.06,0.39589,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2310,Rv2310,Possible excisionase,nambi_2015_ctpC_vs_nambi_2015_wt,-1.67,0.97527,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2311,Rv2311,hypothetical protein,nambi_2015_ctpC_vs_nambi_2015_wt,-0.78,0.86621,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2312,Rv2312,Hypothetical protein,nambi_2015_ctpC_vs_nambi_2015_wt,1.95,0.50885,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2313c,Rv2313c,Hypothetical protein,nambi_2015_ctpC_vs_nambi_2015_wt,-0.11,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2314c,Rv2314c,hypothetical protein,nambi_2015_ctpC_vs_nambi_2015_wt,-0.62,0.98754,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2315c,Rv2315c,hypothetical protein,nambi_2015_ctpC_vs_nambi_2015_wt,1.54,0.22496,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2316,uspA,Probable sugar-transport integral membrane protein ABC transporter UspA,nambi_2015_ctpC_vs_nambi_2015_wt,0.83,0.91607,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2317,uspB,Probable sugar-transport integral membrane protein ABC transporter UspB,nambi_2015_ctpC_vs_nambi_2015_wt,1.87,0.97527,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2318,uspC,Probable periplasmic sugar-binding lipoprotein UspC,nambi_2015_ctpC_vs_nambi_2015_wt,-0.7,0.97527,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv2319c,Rv2319c,Universal stress protein family protein,nambi_2015_ctpC_vs_nambi_2015_wt,0.92,0.98093,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
