Rv_ID	gene_name	Description	Final Call	tuberculist_category	NN_joined
Rv1161	narG	Respiratory nitrate reductase (alpha chain) NarG	Non essential	intermediary metabolism and respiration	Rv2074, Rv2918c, Rv2299c, Rv3585, Rv3743c, Rv0444c, Rv1985c, Rv3822, Rv0643c, Rv1820
Rv1162	narH	Probable respiratory nitrate reductase (beta chain) NarH	Non essential	intermediary metabolism and respiration	Rv3820c, Rv1155, Rv3065, Rv3117, Rv0032, Rv2063A, Rv0583c, Rv1819c, Rv0764c, Rv3547
Rv1163	narJ	Probable respiratory nitrate reductase (delta chain) NarJ	Non essential	intermediary metabolism and respiration	Rv2068c, Rv2783c, Rv0483, Rv2097c, Rv1334, Rv2115c, Rv0334, Rv1650, Rv1345, Rv2418c
Rv1164	narI	Probable respiratory nitrate reductase (gamma chain) NarI	Non essential	intermediary metabolism and respiration	Rv0908, Rv1745c, Rv3119, Rv0277c, Rv0969, Rv3109, Rv0847, Rv3082c, Rv0677c, Rv3398c
Rv1165	typA	Possible GTP-binding translation elongation factor TypA (tyrosine phosphorylated protein A) (GTP-binding protein)	Non essential	information pathways	Rv0858c, Rv0620, Rv3866, Rv3841, Rv2427c, Rv3087, Rv0693, Rv0191, Rv2010, Rv0409
Rv1166	lpqW	Probable conserved lipoprotein LpqW	Essential	cell wall and cell processes	Rv1649, Rv3801c, Rv0651, Rv2153c, Rv2921c, Rv1438, Rv1630, Rv3597c, Rv3580c, Rv0684
Rv1167c	-	Probable transcriptional regulatory protein	Non essential	regulatory proteins	Rv0676c, Rv3469c, Rv1747, Rv0015c, Rv0159c, Rv3824c, Rv2590, Rv1843c, Rv3792, Rv0516c
Rv1168c	PPE17	PPE family protein PPE17	Non essential	PE/PPE	Rv3701c, Rv2245, Rv1412, Rv2604c, Rv2284, Rv1991c, Rv3370c, Rv0573c, Rv2238c, Rv2873
Rv1169c	lipX	PE family protein Possible lipase LipX	Non essential	PE/PPE	Rv1848, Rv1755c, Rv2816c, Rv0601c, Rv3130c, Rv0220, Rv1218c, Rv3197A, Rv2428, Rv3155
Rv1170	mshB	N-acetyl-1-D-myo-inosityl-2-amino-2-deoxy-alpha- D-glucopyranoside deacetylase MshB (GlcNAc-Ins deacetylase)	Non essential	intermediary metabolism and respiration	Rv2455c, Rv2454c, Rv0066c, Rv0946c, Rv0410c, Rv2404c, Rv2246, Rv2050, Rv1512, Rv3025c
Rv1171	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1690, Rv0518, Rv2855, Rv0757, Rv1196, Rv3273, Rv1222, Rv2880c, Rv3823c, NONE
Rv1172c	PE12	PE family protein PE12	Non essential	PE/PPE	Rv0169, Rv0413, Rv3408, Rv1386, Rv1266c, Rv1365c, Rv2196, Rv1981c, Rv3419c, Rv1850
Rv1173	fbiC	Probable F420 biosynthesis protein FbiC	Non essential	intermediary metabolism and respiration	Rv2430c, Rv0577, Rv1076, Rv0187, Rv2350c, Rv2213, Rv2959c, Rv2625c, Rv3203, Rv0137c
Rv1174c	TB8.4	Low molecular weight T-cell antigen TB8.4	Non essential	cell wall and cell processes	Rv1280c, Rv2358, Rv0983, Rv3574, Rv3546, Rv2384, Rv2383c, Rv0101, Rv1348, Rv3283
Rv1175c	fadH	Probable NADPH dependent 2,4-dienoyl-CoA reductase FadH (2,4-dienoyl coenzyme A reductase) (4-enoyl-CoA reductase)	Non essential	lipid metabolism	Rv2743c, Rv2824c, Rv3879c, Rv2174, Rv0079, Rv2973c, Rv3409c, Rv2005c, Rv2386c, Rv0980c
Rv1176c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0386, Rv2501c, Rv0629c, Rv0845, Rv1308, Rv3225c, Rv0630c, Rv3382c, Rv0901, Rv3862c
Rv1177	fdxC	Probable ferredoxin FdxC	Essential	intermediary metabolism and respiration	Rv2903c, Rv1098c, Rv0509, Rv0640, Rv2676c, Rv2703, Rv0429c, Rv2987c, Rv3708c, Rv0667
Rv1178	-	Probable aminotransferase	Non essential	intermediary metabolism and respiration	Rv2868c, Rv0938, Rv0553, Rv0904c, Rv3744, Rv1821, Rv3794, Rv2345, Rv1739c, Rv2962c
Rv1179c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3056, Rv1028c, Rv3731, Rv1182, Rv2095c, Rv1660, Rv1294, Rv3059, Rv0252, Rv1989c
Rv1180	pks3	Probable polyketide beta-ketoacyl synthase Pks3	Non essential	lipid metabolism	Rv3734c, Rv2006, Rv3198c, Rv1777, Rv1221, Rv3417c, Rv1425, Rv3089, Rv3133c, Rv2688c
Rv1181	pks4	Probable polyketide beta-ketoacyl synthase Pks4	Non essential	lipid metabolism	Rv1425, Rv3417c, Rv2821c, Rv0570, Rv2688c, Rv2430c, Rv1180, Rv1029, Rv1221, Rv3734c
Rv1182	papA3	Probable conserved polyketide synthase associated protein PapA3	Non essential	lipid metabolism	Rv3056, Rv3059, Rv1330c, Rv0256c, Rv1651c, Rv1399c, Rv1028c, Rv3731, Rv0116c, Rv1314c
Rv1183	mmpL10	Probable conserved transmembrane transport protein MmpL10	Non essential	cell wall and cell processes	Rv0761c, Rv0642c, Rv3545c, Rv3495c, Rv3535c, Rv2034, Rv2048c, Rv3868, Rv3526, Rv3571
Rv1184c	-	Possible exported protein	Non essential	cell wall and cell processes	Rv0230c, Rv3674c, Rv2579, Rv0631c, Rv1675c, Rv1286, Rv2548, Rv0595c, Rv1160, Rv0438c
Rv1185c	fadD21	Probable fatty-acid-AMP ligase FadD21 (fatty-acid-AMP synthetase) (fatty-acid-AMP synthase)	Non essential	lipid metabolism	Rv0819, Rv0889c, Rv0888, Rv2819c, Rv3417c, Rv2430c, Rv0899, Rv1221, Rv2688c, Rv0751c
Rv1186c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1328, Rv0404, Rv2852c, Rv2222c, Rv0602c, Rv1743, Rv2450c, Rv0735, Rv2677c, Rv3036c
Rv1187	rocA	Probable pyrroline-5-carboxylate dehydrogenase RocA	Non essential	intermediary metabolism and respiration	Rv3444c, Rv1608c, Rv3270, Rv1264, Rv2043c, Rv3155, Rv3565, Rv0601c, Rv1755c, Rv2007c
Rv1188	-	Probable proline dehydrogenase	Non essential	intermediary metabolism and respiration	Rv0065, Rv2031c, Rv1737c, Rv0019c, Rv3062, Rv2848c, Rv1495, Rv1130, Rv1561, Rv1596
Rv1189	sigI	Possible alternative RNA polymerase sigma factor SigI	Non essential	information pathways	Rv2820c, Rv3010c, Rv2459, Rv1143, Rv0301, Rv1106c, Rv2009, Rv0901, Rv0491, Rv1633
Rv1190	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0277c, Rv0908, Rv3082c, Rv1745c, Rv3452, Rv3119, Rv0978c, Rv0987, Rv1272c, Rv1344
Rv1191	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0453, Rv3382c, Rv1876, Rv1997, Rv2150c, Rv1384, Rv0382c, Rv1389, Rv1075c, Rv3808c
Rv1192	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2829c, Rv1114, Rv3835, Rv0596c, Rv0126, Rv0900, Rv0626, Rv2587c, Rv3168, Rv1259
Rv1193	fadD36	Probable fatty-acid-CoA ligase FadD36 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase)	Non essential	lipid metabolism	Rv0864, Rv1860, Rv0617, Rv3315c, Rv3667, Rv2976c, Rv0008c, Rv3223c, Rv3809c, Rv1108c
Rv1194c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3084, Rv3370c, Rv2873, Rv0573c, Rv1984c, Rv2245, Rv3111, Rv3451, Rv2299c, Rv2284
Rv1195	PE13	PE family protein PE13	Growth advantage	PE/PPE	Rv1608c, Rv2043c, Rv3444c, Rv1264, Rv3270, Rv1187, Rv3155, Rv1218c, Rv0601c, Rv0220
Rv1196	PPE18	PPE family protein PPE18	Growth advantage	PE/PPE	Rv1106c, Rv2009, Rv0518, Rv2484c, Rv1552, Rv3080c, Rv0977, Rv0757, Rv1511, Rv2823c
Rv1197	esxK	ESAT-6 like protein EsxK (ESAT-6 like protein 3)	Growth advantage	cell wall and cell processes	Rv1235, Rv0391, Rv3790, Rv3763, Rv0732, Rv3132c, Rv0734, Rv0022c, Rv2740, Rv0018c
Rv1198	esxL	Putative ESAT-6 like protein EsxL (ESAT-6 like protein 4)	Growth advantage	cell wall and cell processes	Rv2346c, Rv3371, Rv3297, Rv3910, Rv3085, Rv0505c, Rv0512, Rv2861c, Rv2208, Rv3628
Rv1199c	-	Possible transposase	Non essential	insertion seqs and phages	Rv1205, Rv3886c, Rv1033c, Rv1239c, Rv2301, Rv0073, Rv3097c, Rv3419c, Rv2584c, Rv3854c
Rv1200	-	Probable conserved integral membrane transport protein	Non essential	cell wall and cell processes	Rv0932c, Rv1032c, Rv3406, Rv2631, Rv0058, Rv1336, Rv0183, Rv0103c, Rv3598c, Rv0535
Rv1201c	dapD	Tetrahydrodipicolinate N-succinyltransferase DapD	Essential	intermediary metabolism and respiration	Rv3609c, Rv1989c, Rv2155c, Rv3379c, Rv2335, Rv1665, Rv1304, Rv1013, Rv1294, Rv3156
Rv1202	dapE	Probable succinyl-diaminopimelate desuccinylase DapE	Essential	intermediary metabolism and respiration	Rv1602, Rv1605, Rv0669c, Rv1389, Rv0285, Rv0382c, Rv2150c, Rv2181, Rv1075c, Rv1384
Rv1203c	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv0596c, Rv3835, Rv1114, Rv2587c, Rv0626, Rv1259, Rv3240c, Rv2829c, Rv0126, Rv0982
Rv1204c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1386, Rv1981c, Rv3419c, Rv1266c, Rv0413, Rv3408, Rv2196, Rv3045, Rv1365c, Rv0169
Rv1205	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0073, Rv2301, Rv3419c, Rv1033c, Rv3886c, Rv1239c, Rv3097c, Rv1329c, Rv0934, Rv2584c
Rv1206	fadD6	Probable fatty-acid-CoA ligase FadD6 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase)	Non essential	lipid metabolism	Rv2334, Rv2793c, Rv0486, Rv3881c, Rv3537, Rv3024c, Rv2118c, Rv3316, Rv0070c, Rv1562c
Rv1207	folP2	Dihydropteroate synthase 2 FolP2 (DHPS 2) (dihydropteroate pyrophosphorylase 2)	Non essential	intermediary metabolism and respiration	Rv3383c, Rv3398c, Rv0677c, Rv1745c, Rv0847, Rv3082c, Rv0969, Rv0908, Rv1859, Rv0978c
Rv1208	gpgS	Probable glucosyl-3-phosphoglycerate synthase GpgS	Essential	intermediary metabolism and respiration	Rv2109c, Rv1464, Rv3031, Rv2906c, Rv1658, Rv3596c, Rv0002, Rv2987c, Rv1652, Rv2580c
Rv1209	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0500, Rv2702, Rv0933, Rv3754, Rv0866, Rv0418, Rv3610c, Rv0208c, Rv2596, Rv3272
Rv1210	tagA	Probable DNA-3-methyladenine glycosylase I TagA (tag I) (3-methyladenine-DNA glycosylase I, constitutive) (DNA-3-methyladenine glycosidase I)	Non essential	information pathways	Rv3842c, Rv2376c, Rv0203, Rv0475, Rv0045c, Rv0751c, Rv1302, Rv0888, Rv2982c, Rv2350c
Rv1211	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2048c, Rv3803c, Rv3868, Rv0202c, Rv0712, Rv0642c, Rv3571, Rv2948c, Rv3495c, Rv0391
Rv1212c	glgA	Putative glycosyl transferase GlgA	Non essential	intermediary metabolism and respiration	Rv0899, Rv2982c, Rv0889c, Rv2029c, Rv3404c, Rv0819, Rv0888, Rv2376c, Rv2744c, Rv0262c
Rv1213	glgC	Glucose-1-phosphate adenylyltransferase GlgC (ADP-glucose synthase) (ADP-glucose pyrophosphorylase)	Non essential	intermediary metabolism and respiration	Rv1611, Rv2191, Rv3617, Rv2924c, Rv2402, Rv0103c, Rv3824c, Rv1915, Rv1843c, Rv3232c
Rv1214c	PE14	PE family protein PE14	Non essential	PE/PPE	Rv0496, Rv3149, Rv1537, Rv2623, Rv0113, Rv2466c, Rv1884c, Rv0020c, Rv2276, Rv0678
Rv1215c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3089, Rv2289, Rv2407, Rv3480c, Rv2958c, Rv1886c, Rv1221, Rv1180, Rv0233, Rv2817c
Rv1216c	-	Probable conserved integral membrane protein	Non essential	cell wall and cell processes	Rv3392c, Rv3607c, Rv3547, Rv0853c, Rv1651c, Rv1182, Rv0256c, Rv1155, Rv0286, Rv2063A
Rv1217c	-	Probable tetronasin-transport integral membrane protein ABC transporter	Non essential	cell wall and cell processes	Rv0732, Rv3763, Rv0022c, Rv1284, Rv0050, Rv2179c, Rv1102c, Rv1235, Rv3132c, Rv1857
Rv1218c	-	Probable tetronasin-transport ATP-binding protein ABC transporter	Non essential	cell wall and cell processes	Rv0601c, Rv0220, Rv3155, Rv1848, Rv2816c, Rv3130c, Rv3270, Rv3197A, Rv1264, Rv1169c
Rv1219c	-	Probable transcriptional regulatory protein	Non essential	regulatory proteins	Rv3470c, Rv2952, Rv1223, Rv2495c, Rv2959c, Rv1076, Rv2213, Rv3203, Rv2688c, Rv1258c
Rv1220c	-	Probable methyltransferase	Non essential	intermediary metabolism and respiration	Rv3384c, Rv2737c, Rv1082, Rv1080c, Rv3262, Rv3919c, Rv1247c, Rv2149c, Rv1542c, Rv2200c
Rv1221	sigE	Alternative RNA polymerase sigma factor SigE	Non essential	information pathways	Rv2819c, Rv2688c, Rv3417c, Rv2817c, Rv2818c, Rv1180, Rv1425, Rv3089, Rv3198c, Rv0114
Rv1222	rseA	Anti-sigma factor RseA	Uncertain	information pathways	Rv0821c, Rv3146, Rv3273, Rv2878c, Rv2176, Rv1690, Rv2416c, Rv2174, Rv3619c, Rv3910
Rv1223	htrA	Probable serine protease HtrA (DEGP protein)	Essential	intermediary metabolism and respiration	Rv3470c, Rv1219c, Rv2495c, Rv0827c, Rv2952, Rv1076, Rv2959c, Rv1009, Rv2213, Rv1173
Rv1224	tatB	Probable protein TatB	Growth defect	cell wall and cell processes	Rv0736, Rv3042c, Rv2753c, Rv3014c, Rv2194, Rv1594, Rv1483, Rv2438c, Rv2746c, Rv1797
Rv1225c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0980c, Rv0553, Rv3744, Rv2962c, Rv0904c, Rv1420, Rv2005c, Rv0624, Rv0938, Rv0867c
Rv1226c	-	Probable transmembrane protein	Non essential	cell wall and cell processes	Rv1634, Rv1736c, Rv1625c, Rv0092, Rv1984c, Rv1820, Rv3111, Rv1493, Rv1542c, Rv2918c
Rv1227c	-	Probable transmembrane protein	Non essential	cell wall and cell processes	Rv3214, Rv0379, Rv3364c, Rv1560, Rv1478, Rv1372, Rv2179c, Rv0254c, Rv1102c, Rv2088
Rv1228	lpqX	Probable lipoprotein LpqX	Growth advantage	cell wall and cell processes	Rv0858c, Rv2427c, Rv3841, Rv0620, Rv3866, Rv3087, Rv0191, Rv2010, Rv0693, Rv2866
Rv1229c	mrp	Probable Mrp-related protein Mrp	Essential	intermediary metabolism and respiration	Rv3653, Rv0586, Rv1692, Rv1346, Rv0321, Rv3087, Rv0858c, Rv2103c, Rv1253, NONE
Rv1230c	-	Possible membrane protein	Non essential	cell wall and cell processes	Rv1640c, Rv3566c, Rv3740c, Rv1511, Rv3220c, Rv0194, Rv2823c, Rv0838, Rv0977, Rv0518
Rv1231c	-	Probable membrane protein	Non essential	cell wall and cell processes	Rv2234, Rv3223c, Rv3667, Rv0098, Rv1860, Rv0022c, Rv2066, Rv3557c, Rv0008c, Rv0016c
Rv1232c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1695, Rv0551c, Rv1989c, Rv1665, Rv1013, Rv3731, Rv2095c, Rv3156, Rv1201c, Rv3609c
Rv1233c	-	hypothetical protein	Non essential	cell wall and cell processes	Rv1885c, Rv1917c, Rv3389c, Rv3854c, Rv3765c, Rv2584c, Rv1239c, Rv3097c, Rv1033c, Rv0938
Rv1234	-	Probable transmembrane protein	Non essential	cell wall and cell processes	Rv3286c, Rv1102c, Rv1560, Rv1372, Rv2179c, Rv0432, Rv2249c, Rv1368, Rv3364c, Rv3826
Rv1235	lpqY	Probable sugar-binding lipoprotein LpqY	Non essential	cell wall and cell processes	Rv0391, Rv3790, Rv3763, Rv3571, Rv2048c, Rv3544c, Rv0202c, Rv3543c, Rv3868, Rv3526
Rv1236	sugA	Probable sugar-transport integral membrane protein ABC transporter SugA	Non essential	cell wall and cell processes	Rv3871, Rv3882c, Rv3883c, Rv3877, Rv2069, Rv3870, Rv3869, Rv3614c, Rv3873, Rv3876
Rv1237	sugB	Probable sugar-transport integral membrane protein ABC transporter SugB	Non essential	cell wall and cell processes	Rv2922c, Rv0967, Rv3131, Rv2378c, Rv0099, Rv3723, Rv1909c, Rv3318, Rv1698, Rv3874
Rv1238	sugC	Probable sugar-transport ATP-binding protein ABC transporter SugC	Non essential	cell wall and cell processes	Rv1798, Rv0600c, Rv2149c, Rv1010, Rv1474c, Rv1286, Rv1700, Rv3262, Rv3919c, Rv0129c
Rv1239c	corA	Possible magnesium and cobalt transport transmembrane protein CorA	Non essential	cell wall and cell processes	Rv3097c, Rv2584c, Rv3854c, Rv3765c, Rv1033c, Rv0073, Rv1205, Rv1917c, Rv0938, Rv1885c
Rv1240	mdh	Probable malate dehydrogenase Mdh	Non essential	intermediary metabolism and respiration	Rv0510, Rv3846, Rv2711, Rv2523c, Rv2984, Rv0846c, Rv3303c, Rv2124c, Rv1307, Rv2193
Rv1241	vapB33	Possible antitoxin VapB33	Uncertain	virulence, detoxification, adaptation	Rv3152, Rv3628, Rv2151c, Rv3660c, Rv3875, Rv3085, Rv1408, Rv3910, Rv2524c, Rv2346c
Rv1242	vapC33	Possible toxin VapC33 Contains PIN domain	Non essential	virulence, detoxification, adaptation	Rv3509c, Rv0934, Rv2748c, Rv3124, Rv2301, Rv1694, Rv0867c, Rv2950c, Rv1329c, Rv1558
Rv1243c	PE_PGRS23	PE-PGRS family protein PE_PGRS23	Non essential	PE/PPE	Rv0693, Rv0895, Rv1368, Rv3309c, Rv3866, Rv3452, Rv2427c, Rv3826, Rv0620, Rv3082c
Rv1244	lpqZ	Probable lipoprotein LpqZ	Non essential	cell wall and cell processes	Rv0050, Rv0022c, Rv3809c, Rv1284, Rv2976c, Rv0098, Rv1860, Rv3315c, Rv1108c, Rv3557c
Rv1245c	-	Probable short-chain type dehydrogenase/reductase	Non essential	intermediary metabolism and respiration	Rv3086, Rv3133c, Rv3506, Rv3704c, Rv1731, Rv1777, Rv0182c, Rv0148, NONE, NONE
Rv1246c	relE	Toxin RelE	Non essential	virulence, detoxification, adaptation	Rv2218, Rv0757, Rv2238c, Rv2484c, Rv0518, Rv1196, Rv1552, Rv1106c, Rv1475c, NONE
Rv1247c	relB	Antitoxin RelB	Non essential	virulence, detoxification, adaptation	Rv3919c, Rv1080c, Rv1932, Rv2149c, Rv3339c, Rv0631c, Rv3310, Rv2548, Rv3287c, Rv2604c
Rv1248c	-	Multifunctional alpha-ketoglutarate metabolic enzyme	Non essential	intermediary metabolism and respiration	Rv3764c, Rv0462, Rv1956, Rv3588c, Rv2110c, Rv2246, Rv2391, Rv1340, Rv3025c, Rv2404c
Rv1249c	-	Possible membrane protein	Non essential	cell wall and cell processes	Rv2465c, Rv1484, Rv1983, Rv3425, Rv1075c, Rv2742c, Rv1980c, Rv2431c, Rv2121c, Rv0285
Rv1250	-	Probable drug-transport integral membrane protein	Non essential	cell wall and cell processes	Rv2289, Rv2407, Rv2958c, Rv3089, Rv2436, Rv1886c, Rv0233, Rv2818c, Rv1344, Rv0114
Rv1251c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2296, Rv0609, Rv2631, Rv1992c, Rv0932c, Rv2349c, Rv0989c, Rv2881c, Rv0931c, Rv2215
Rv1252c	lprE	Probable lipoprotein LprE	Non essential	cell wall and cell processes	Rv0867c, Rv0980c, Rv0624, Rv1410c, Rv2005c, Rv3509c, Rv0553, Rv0414c, Rv1329c, Rv3765c
Rv1253	deaD	Probable cold-shock DeaD-box protein A homolog DeaD (ATP-dependent RNA helicase dead homolog)	Non essential	information pathways	Rv2740, Rv2002, Rv0018c, Rv0734, Rv0732, Rv1857, Rv3132c, Rv2602, Rv2103c, Rv0409
Rv1254	-	Probable acyltransferase	Essential	intermediary metabolism and respiration	Rv1956, Rv2391, Rv3588c, Rv1248c, Rv0462, Rv1340, Rv3764c, Rv2110c, Rv3025c, Rv2404c
Rv1255c	-	Probable transcriptional regulatory protein	Non essential	regulatory proteins	Rv1237, Rv1698, Rv0967, Rv1909c, Rv0099, Rv2922c, Rv2112c, Rv3723, Rv3131, Rv3318
Rv1256c	cyp130	Probable cytochrome P450 130 Cyp130	Non essential	intermediary metabolism and respiration	Rv3106, Rv0977, Rv3822, Rv3366, Rv3080c, Rv3740c, Rv3743c, Rv3862c, Rv0630c, Rv1308
Rv1257c	-	Probable oxidoreductase	Non essential	intermediary metabolism and respiration	Rv1651c, Rv2970c, Rv1601, Rv1304, Rv1306, Rv0503c, Rv3607c, Rv3379c, Rv1182, Rv3056
Rv1258c	-	Probable conserved integral membrane transport protein	Non essential	cell wall and cell processes	Rv1021, Rv2848c, Rv1561, Rv1737c, Rv2031c, Rv3307, Rv2952, Rv1219c, Rv3203, Rv3681c
Rv1259	udgB	Probable uracil DNA glycosylase, UdgB	Non essential	information pathways	Rv3240c, Rv2587c, Rv0626, Rv2865, Rv0211, Rv3358, Rv0982, Rv2919c, Rv0596c, Rv2801c
Rv1260	-	Probable oxidoreductase	Non essential	intermediary metabolism and respiration	Rv1846c, Rv3655c, Rv1996, Rv3704c, Rv1267c, Rv1731, Rv2822c, Rv0754, Rv1563c, Rv1746
Rv1261c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2710, Rv1897c, Rv1541c, Rv0827c, Rv3414c, Rv2949c, Rv2007c, Rv2757c, Rv1121, Rv1009
Rv1262c	-	Hypothetical hit-like protein	Non essential	conserved hypotheticals	Rv2623, Rv0113, Rv0982, Rv2801c, Rv2919c, Rv3358, Rv3149, Rv1537, Rv2587c, Rv3240c
Rv1263	amiB2	Probable amidase AmiB2 (aminohydrolase)	Non essential	intermediary metabolism and respiration	Rv3084, Rv1985c, Rv2918c, Rv3585, Rv1984c, Rv2074, Rv3111, Rv1820, Rv1161, Rv2299c
Rv1264	-	Adenylyl cyclase (ATP pyrophosphate-lyase) (adenylate cyclase)	Non essential	intermediary metabolism and respiration	Rv1608c, Rv3270, Rv1218c, Rv0601c, Rv3155, Rv1848, Rv3444c, Rv0220, Rv2816c, Rv2043c
Rv1265	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1130, Rv1495, Rv0065, Rv1448c, Rv1129c, Rv3853, Rv0019c, Rv3488, Rv3570c, Rv1596
Rv1266c	pknH	Probable transmembrane serine/threonine-protein kinase H PknH (protein kinase H) (STPK H)	Non essential	regulatory proteins	Rv1386, Rv0413, Rv2196, Rv3408, Rv1365c, Rv1981c, Rv0169, Rv3419c, Rv3045, Rv1103c
Rv1267c	embR	Probable transcriptional regulatory protein EmbR	Non essential	regulatory proteins	Rv0754, Rv1996, Rv1731, Rv1563c, Rv3655c, Rv3704c, Rv3702c, Rv0986, Rv0408, NONE
Rv1268c	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv3506, Rv3086, Rv2027c, Rv0295c, Rv3133c, Rv2006, Rv2266, Rv0823c, Rv3198c, Rv3855
Rv1269c	-	Conserved probable secreted protein	Non essential	cell wall and cell processes	Rv3339c, Rv2548, Rv3504, Rv2601, Rv3287c, Rv1932, Rv0631c, Rv1080c, Rv2902c, Rv3919c
Rv1270c	lprA	Possible lipoprotein LprA	Non essential	cell wall and cell processes	Rv0548c, Rv3449, Rv2953, Rv3534c, Rv0956, Rv1653, Rv0564c, Rv0869c, Rv2228c, Rv0292
Rv1271c	-	Conserved hypothetical secreted protein	Non essential	cell wall and cell processes	Rv2416c, Rv0414c, Rv3628, Rv3152, Rv3660c, Rv2005c, Rv1408, Rv2174, Rv3146, Rv3441c
Rv1272c	-	Probable drugs-transport transmembrane ATP-binding protein ABC transporter	Non essential	cell wall and cell processes	Rv0277c, Rv3364c, Rv2088, Rv1478, Rv0254c, Rv0987, Rv3082c, Rv0908, Rv1745c, Rv3452
Rv1273c	-	Probable drugs-transport transmembrane ATP-binding protein ABC transporter	Non essential	cell wall and cell processes	Rv0450c, Rv1701, Rv0485, Rv3614c, Rv3873, Rv3543c, Rv2069, Rv3870, Rv3883c, Rv3877
Rv1274	lprB	Possible lipoprotein LprB	Non essential	cell wall and cell processes	Rv1539, Rv3914, Rv2470, Rv1942c, Rv0437c, Rv0824c, Rv0733, Rv2773c, Rv3443c, Rv3872
Rv1275	lprC	Possible lipoprotein LprC	Non essential	cell wall and cell processes	Rv3627c, Rv2202c, Rv3646c, Rv3778c, Rv2093c, Rv0384c, Rv0127, Rv1708, Rv0291, Rv2518c
Rv1276c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3567c, Rv3568c, Rv0617, Rv0694, Rv0864, Rv3570c, Rv3315c, Rv3313c, Rv1860, Rv1108c
Rv1277	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1088, Rv1562c, Rv1448c, Rv1341, Rv3881c, Rv2429, Rv0070c, Rv1497, Rv3316, Rv2118c
Rv1278	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv3310, Rv1991c, Rv3287c, Rv0595c, Rv1030, Rv3701c, Rv1168c, Rv1412, Rv2604c, Rv2284
Rv1279	-	Probable dehydrogenase FAD flavoprotein GMC oxidoreductase	Non essential	intermediary metabolism and respiration	Rv0620, Rv3087, Rv2010, Rv0191, Rv0858c, Rv3866, Rv0009, Rv0409, Rv2866, Rv2602
Rv1280c	oppA	Probable periplasmic oligopeptide-binding lipoprotein OppA	Non essential	cell wall and cell processes	Rv2384, Rv2383c, Rv3283, Rv0470c, Rv3574, Rv2795c, Rv0554, Rv0561c, Rv2752c, Rv1447c
Rv1281c	oppD	Probable oligopeptide-transport ATP-binding protein ABC transporter OppD	Non essential	cell wall and cell processes	Rv3515c, Rv2175c, Rv3696c, Rv0598c, Rv3792, Rv2464c, Rv2924c, Rv1915, Rv2402, Rv1747
Rv1282c	oppC	Probable oligopeptide-transport integral membrane protein ABC transporter OppC	Non essential	cell wall and cell processes	Rv1168c, Rv2245, Rv3701c, Rv2284, Rv1412, Rv1991c, Rv2604c, Rv3370c, Rv0573c, Rv2873
Rv1283c	oppB	Probable oligopeptide-transport integral membrane protein ABC transporter OppB	Non essential	cell wall and cell processes	Rv2601, Rv2902c, Rv2548, Rv3504, Rv3674c, Rv3339c, Rv2389c, Rv2285, Rv0631c, Rv0595c
Rv1284	canA	Beta-carbonic anhydrase	Non essential	intermediary metabolism and respiration	Rv3809c, Rv2976c, Rv1860, Rv3315c, Rv0022c, Rv0050, Rv1108c, Rv3557c, Rv0864, Rv0617
Rv1285	cysD	Probable sulfate adenylyltransferase subunit 2 CysD	Non essential	intermediary metabolism and respiration	Rv0808, Rv0489, Rv1612, Rv2221c, Rv1609, Rv3601c, Rv3230c, Rv2397c, Rv2192c, Rv2988c
